Rarity,Name,Description
Epic,"Ice Barrage","Dealing damage with Cone of Cold, Deep Freeze, Frostbolt, Frostfire Bolt and Ray of Frost grants you an Icicle that stacks up to 5 times and lasts for 20 sec.  Dealing damage with Ice Lance rapidly launches your stored Icicles at the target, dealing 407 Frost damage.  You cannot gain Icicles while they are launching."
Epic,"Icecrown Double-Tap","Direct Frost spell damage has an 25% chance to grant Icecrown Double-Tap.      Icecrown Double-Tap Allows your next Kill Shot to be used regardless of the target's health. Lasts 20 sec."
Epic,"Icy Onslaught","Icy Touch against a target affected by your Blood Plague empowers your next Rune Strike. Rune Strike deals 100% increased damage and reduces all damage you take by 8% for 6 sec."
Epic,"Ignis Ultimatus","Teaches you: Ignis Ultimatus    Ignis Ultimatus 50 yd range 1 min cooldown 12 Mana This spell belongs to Pyromancer    Channel for 2 sec, gathering a surge of fiery power before unleashing it in a 50 yd line, dealing 400 Fire damage to enemies while also healing allies for 300.    Ignores invulnerabilities, immunities, and resistances."
Epic,"Illuminated Judgement","Your Infusion of Light now grants Illuminated Judgement      Illuminated Judgement Your next Judgement spell deals 100% increased damage (30% against players) but has a 1.5 second cast time."
Epic,"Impeccable Timing","Requires  Missile Barrage (Rank 3)  Your mastery of time grants you Impeccable Timing every 10 seconds.    Impeccable Timing Your Arcane Blast, Starfire, Starsurge, Arcane Barrage, Fireball, Frostbolt, Slow, Frostfire Bolt, Moonfire, or Arcane Orb grants you Missile Barrage. Lasts 3 sec.    Missile Barrage Reduces the channeled duration of your next Arcane Missiles spell by 2.5 sec, reduces the mana cost by 100%, and the missiles fire every 0.4 sec. Lasts for 15 sec."
Epic,"Impending Doom","Your Death and Decay, Mind Blast and Shadow Word: Death now apply Impending Doom.    Impending Doom Your next 5 periodic Shadow damage hits deal 25% increased damage."
Epic,"Imposing Combo","Empowers these abilities to now consume combo points, increasing their threat and granting you a buff for 2 seconds plus an additional 2 seconds per combo point:    - Divine Storm increases your armor by 25%.  - Victory Rush increases your max health by 10%.  - Stormstrike reduces your damage taken by 6%."
Epic,"In For the Kill","Increases the duration of Rend by 6 seconds, and your Mortal Strike refreshes the duration of your Rend."
Epic,"In Sword We Trust","Casting Slam now grants you In Sword We Trust.    In Sword We Trust Increases your next Crusader Strike's damage and critical strike chance by 35%. Stacks up to 3 times and lasts 8 sec."
Epic,"In the Zone","Dealing damage with Unfair Advantage now grants you a shield that absorbs magic damage.    This effect can only occur once every 4 sec."
Epic,"Incarnation of Chaos","Teaches you: Incarnation of Chaos    Incarnation of Chaos 3 min cooldown 14 Mana This spell belongs to Chronomancer    Every 2 sec, gain a stack of Incarnation of Chaos, increasing all damage you deal by 2%, stacking up to 10 times."
Epic,"Incessant Screams","Psychic Scream creates a shadowy image of you at your location. After 4 sec, the image will let out a Psychic Scream."
Epic,"Inducing Trauma","Your Backstab, Mutilate and Ambush extend the duration of your Rend by 2 sec."
Epic,"Inevitable Vengeance","Your Seal of Vengeance damage over time now benefits from your haste and can now critically strike.  Your Seal of Vengeance damage over time effect also causes the target to take 1% more Physical and Holy damage per stack."
Epic,"Inferno Barrier","Teaches you: Inferno Barrier    Inferno Barrier 20 sec cooldown 18 Mana This spell belongs to Pyromancer    Engulf an ally with molten power for 30 sec. While active, attackers take 6 Fire damage each time they deal damage to them.    Scales with Spirit."
Epic,"Infinite Burn","Dealing damage with Chaos Bolt, Incinerate, Searing Pain, and Scorch now grants you Infinite Burn.     Infinite Burn Your next Conflagrate does not consume Immolate. Lasts for 10 sec."
Epic,"Infused Aegis","Teaches you: Infused Aegis    Infused Aegis 30 sec cooldown This spell belongs to Starcaller    Instantly counterattack any enemy that strikes you from the front in melee for Arcane damage, lasting 10 sec. Can only occur once per sec per enemy."
Epic,"Insatiable","Your Taste for Blood now stacks up to 3 times and increases your next Overpower's damage by an additional 15%."
Epic,"Jagged Reinforcement","Teaches you: Jagged Reinforcement    Jagged Reinforcement 2 sec cast This spell belongs to Guardian    Reinforce your shield with razor edges, increasing your critical damage bonus by 4% Lasts 1 hr."
Epic,"Judged Infection","Dealing damage with a Judgement increases the damage the target takes from your Blood Plague by 20% for 15 seconds."
Epic,"Judged Retaliation","Your Judgements have a 50% chance to allow the use of Counterattack for 10 seconds and reset its cooldown."
Epic,"Judgement of Mercy","Requires  Path of Healing  Your Holy abilities and heals have a 25% chance to cause your next Judgement to heal 5 nearby allies within 40 yards of the target.    Judgement of Mercy's healing scales with Judgement damage modifiers.    Does not work while Seal of Fervor is active."
Epic,"Judgement of The Three Hammers","Teaches you: Judgement of The Three Hammers    Judgement of The Three Hammers 2 min cooldown 7 Mana This spell belongs to Primalist    While active, dealing direct damage with spells and abilities has a 20% chance to hurl 3 hammers over 2 sec, each dealing 103 Physical damage. Lasts for 15 sec."
Epic,"Knight of the Eclipse","Dealing damage with Sinister Strike, Slam, or Whirlwind grants you Knight of the Eclipse.      Knight of the Eclipse Reduces the cast time of your next Wrath, Starfire or Starsurge by 50% and increases its damage by 15%. Against monsters, these spells deal an additional 20% damage per stack.  Stacks up to 2 times and lasts 12 sec."
Epic,"Lava Freeze","Dealing damage with Lava Lash now grants you Solid Ice.     Solid Ice Increases the damage of Ice Lance, Cone of Cold, Frostbolt and Deep Freeze by 8%. Stacks up to 2 times and lasts 15 sec."
Epic,"Lava Surge","Flame Shock damage over time has a 15% chance to reset the cooldown of Lava Burst."
Epic,"Leader of the Elements","Dealing damage with Stormstrike or Lava Lash reduces the cooldown of your Greater Elemental Totems by 10 seconds.  Casting Shaman Shocks or Elemental Blast grants your Greater Elementals and Tether Elemental Leader of the Elements. This effect can only occur once every 20 sec from the same spell.   Leader of the Elements Increases the damage your Greater Elementals deal by 30% and your Tethered Elemental does by 15%. Stacks up to 4 times and lasts 10 sec."
Epic,"Legacy of the Arcanist","Dealing direct damage with Arcane, Fire, Frost, and Nature empowers your next Meteor cast with its own element.  Casting Meteor unleashes the stored elements, causing 185 damage to the target and up to 2 additional targets.  |nWhen casting spells involving multiple elements, only the Meteor corresponding to the first element in the order of Fire, Nature, Frost, and Arcane will trigger."
Epic,"Lich Form","Teaches you: Lich Form    Lich Form 3 min cooldown This spell belongs to Necromancer    Transform into a lich for 30 sec, increasing Frost damage you deal by 10%."
Epic,"Lich's Calling","Dealing damage with Cone of Cold, Deep Freeze or Howling Blast afflicts your target with Lich's Calling.      Lich's Calling Increase the effectiveness of your Frost periodic effects on the target by 30%. Has 8 charges. Lasts 15 sec."
Epic,"Lichplague","Teaches you: Lichplague    Lichplague 30 yd range 30 sec cooldown 30 Rage 1.5 sec cast This spell belongs to Necromancer    Disease an enemy, dealing 26 Plague damage every 3 sec for 18 sec.    Damage increased by 20% for each of your diseases on the enemy."
Epic,"Lifeblood","Teaches you: Lifeblood    Lifeblood 3 min cooldown 20 Mana This spell belongs to Venomancer    Embrace Shadra's lifeblood, reducing your damage taken and pushback from casting spells by 20% and causing all damage taken to cast Rejuvenating Venom. Lasts for 10 sec.  Rejuvenating Venom Heal a random ally within 30 yds of your target for 2 over 6 sec."
Epic,"Light of Life","Halo heals allies hit for 3 every 2 sec for 6 sec and extends the duration of Renew by 6 sec.    Direct Holy heals reduce the cooldown of Halo by 2 sec.    Renew cannot be extended past its maximum duration."
Epic,"Lightning Rod","Requires  Path of Healing Dealing damage with Lightning Bolt now applies Lightning Rod and your Living Lightning critical strikes and healing grant you charges of Living Lightning Rod.    Lightning Rod Critically healing an ally with a direct Nature heal strikes your Lightning Rod with a Lightning Bolt.    Only one target can be affected by Lightning Rod at a time. This effect cannot trigger from periodic, or channeled spells.   Living Lightning Rod Increases the damage of your next Lightning Bolt or Lightning Rod strike by 100%. Stores up to 5 charges and lasts for 12 sec.    Living Lightning can grant multiple charges per cast."
Epic,"Lightning Strikes Twice","Removes the cooldown on Chain Lightning, but reduces its damage dealt by 10%."
Epic,"Locust Resurgence","Casting Steady Shot now reduces the cooldown of Chimera Shot by 1 seconds."
Epic,"Low Tide","Increases your chance to critically heal your Riptide target with Nature spells by 20%."
Epic,"Lunar Explosion","Periodic Moonfire damage has a 10% chance to grant you Lunar Explosion.    Lunar Explosion Your next Arcane Explosion has 100% increased critical strike chance."
Epic,"Lunar Frenzy","Requires  Owlkin Frenzy (Rank 3)  Entering Lunar or Solar Eclipse now grants you Owlkin Frenzy.    Owlkin Frenzy While in Moonkin Form, attacks against you have an 8% chance to trigger a Frenzy, increasing your damage done by 5%.     This also grants immunity to casting pushback for Balance spells and restores 2% base mana every 2 sec. Lasts 10 sec."
Epic,"Lunar Marksmanship","During Eclipse (Lunar), Arcane Shot has 50% reduced cooldown and has 30% increased critical strike chance."
Epic,"Lunar Spirits","Your Arcane Missile strikes against enemies affected by your Moonfire unleash Lunar Spirits on 5 nearby enemies within 10 yards.      Lunar Spirits Burns the enemy for 9 Arcane damage every 3 for 9 sec."
Epic,"Macro-Gravity Zone","Teaches you: Macro-Gravity Zone    Macro-Gravity Zone 20 yd range 1.5 min cooldown 13 Mana This spell belongs to Tinker    Create a macro-gravity zone at target location for 8 sec.    Enemies within the zone have their movement speed slowed by 40% and gain 1 stack of Macro-Gravity every 0.50 sec.  Macro-Gravity At 6 stacks, you will be stunned for 6 sec."
Epic,"Magical Ammunition","Damaging spells grant you Magical Ammunition.      Magical Ammunition Increases the amount of your next Multi-Shot projectiles by 1. Stacks up to 5 times and lasts 15 sec."
Epic,"Malediction","Teaches you: Malediction    Malediction 30 yd range 30 sec cooldown 25 Rage This spell belongs to Bloodmage    Condemn an enemy, dealing 201 Shadow damage over 12 sec and increasing the damage they take from the next 5 direct damage spells dealt by you, your pets, or your guardians by 20%."
Epic,"Maledictive Assault","Requires  Bear Form (Shapeshift) While Nightfall or Backlash is active, your Shadow Bolt can be cast while in Bear Form and hits two additional targets for reduced damage."
Epic,"Mana Leech","Your Mana Burn eliminates 30% more mana, but deals 30% less damage, with a 30% higher mana cost and an additional 8 second cooldown."
Epic,"March of the Dead","Teaches you: March of the Dead    March of the Dead 30 sec cooldown 40 Rage This spell belongs to Necromancer    Spend rage to summon a line of undead at the target location for 30 sec.    Each undead marches forward, exploding when it reaches an enemy and dealing damage to nearby enemies."
Epic,"Martial Crescendo","Each unique direct damage Physical ability now grants you Martial Crescendo.      Martial Crescendo Increases your Attack Speed by 6%. Stacks up to 5 times and lasts for 8 sec. Dealing magic damage resets all stacks. The duration cannot be refreshed."
Epic,"Masochistic Rage","Teaches you: Masochistic Rage    Masochistic Rage 3 min cooldown This spell belongs to Reaper    After a 1 sec delay, you suffer damage equal to 20% of your maximum health, enraging you and increasing your damage dealt by 20% for 15 sec."
Epic,"Mass Grave","Teaches you: Mass Grave    Mass Grave 30 sec cooldown 17 Mana 2 sec cast This spell belongs to Necromancer    Transform up to 5 nearby Humanoid enemies into ghouls, fearing them for 40 sec. Damage may cancel the effect."
Epic,"Mass Killing Spree","Killing Spree hits also deal weapon damage to 5 nearby enemies."
Epic,"Master of Arms","After using Overpower, Slam or Execute you gain Mortal Arms.      Mortal Arms Your next Mortal Strike increases your Armor Penetration rating by 7% of your Strength per stack for 12 sec. Stacks up to 2."
Epic,"Master of Kunai","Using Adrenaline Rush grants Master of Kunai.    Using Shuriken Toss reduces the cooldown of Adrenaline Rush by 3 sec.      Master of Kunai Your Shuriken Toss and Glaive Toss hit an additional 2 targets. Lasts 20 sec.    Hitting an enemy with Shuriken Toss increases the damage of your next Deadly Throw or Glaive Toss by 70%, stacking up to 3 times.    Increases damage against players by 5% per stack."
Epic,"Master of Shadows","Direct critical strikes with Sinister Strike, Gloomblade and Ambush now grant you Apprentice of Shadows.    Apprentice of Shadows Using Rupture and Eviscerate consume 3 stacks to grant you Master of Shadows. Stacks up to 3 times and lasts for 8 sec.    Master of Shadows Increases Shadow damage dealt by 18% and Shadow spell critical strike chance by 10%. Lasts 12 sec."
Epic,"Mastery of the Tide","Your Riptide no longer gets consumed."
Epic,"Med Pack","Teaches you: Med Pack    Med Pack 1 min cooldown 24 Mana This spell belongs to Tinker    Toss a med pack to an ally, healing for 204 over 6 sec and cleanses all bleed, poison and disease effects."
Epic,"Melting Core","Dealing periodic Fire damage now has a 3% chance to grant you Molten Core.    Molten Core Increases the duration of your Immolate by 9 sec, and you have a 12% chance to gain the Molten Core effect when your Corruption deals damage. The Molten Core effect empowers your next 3 Incinerate or Soul Fire spells cast within 15 sec.    Incinerate - Increases damage done by 18% and reduces cast time by 30%.    Soul Fire - Increases damage done by 18% and increases critical strike chance by 15%."
Epic,"Mending Hands","Lay on Hands now affects all allies within an 8-yard radius but has a 2 second cast time."
Epic,"Mending Tide","Requires  Path of Healing Riptide now applies Mending Tides.  Healing with Mending Tides applies Mending Chains.  Only one target can be affected by Mending Tides at a time.   Mending Tide Heals the target and 5 nearby allies within 8 yards for 7 every two seconds for 6 sec.   Mending Chains Your Chain Heal deals 15% increased healing to the target. Lasts 3 sec."
Epic,"Methodical Approach","Backstab, Ambush and Hemorrhage now ignores up to 30% of the target's armor."
Epic,"Midnight Flames","Dealing direct damage with Fireball, Fire Blast and Pyroblast now applies Midnight Flames.    Midnight Flames Your Immolate and Shadowflame deal 15% increased damage. Stacks up to 5 times and lasts for 12 sec. Conflagrate consumes this effect."
Epic,"Molten Earth","Your Lava Lash releases Molten Earth on the ground.    Molten Earth Burns enemies in the area, dealing 61 Fire damage every second for 8 sec.    This uses Fire Nova modifiers."
Epic,"Mongoose Fury","Dealing damage with Mongoose Bite grants you Mongoose Fury.    Mongoose Fury Your next Execute deals 35% more damage and can be cast regardless of the target's health. Lasts 8 sec."
Epic,"Moonwell","Teaches you: Moonwell    Moonwell 30 yd range 2 min cooldown 28 Mana 2 sec cast This spell belongs to Starcaller  Requires  Path of Healing    Create a zone blessed by moonwell waters for 15 sec at the target location.    All allied players standing within the well receive 25% more healing, and their mana regeneration is increased by 100%."
Epic,"Mortal Wounds","Your Mortal Strike now slows targets by 35% for 6 sec if they have above 50% health."
Epic,"Mountain Fury","Teaches you: Mountain Fury    Mountain Fury 1 min cooldown 30 Rage This spell belongs to Primalist    Move the earth, dealing 92 Physical damage to up to 12 enemies in a 10 yd frontal cone, pulling them toward you, repeating every 2 sec for 4 sec.  Each time an enemy is pulled toward you, you gain 2% reduced damage taken for 3 sec, stacking 5 times."
Epic,"Mutation","Teaches you: Mutation    Mutation 3 min cooldown 8 Mana This spell belongs to Necromancer    For the next 15 sec your diseases mutate, causing freshly applied diseases to tick 50% faster."
Epic,"My Greatest Invention!","Teaches you: My Greatest Invention!    My Greatest Invention! 30 yd range 3 min cooldown 17 Mana Requires  Path of Healing  This spell belongs to Tinker    Show off your Greatest Invention, healing party and raid members in a 30 yd radius for 209 every 1.50 sec for 9 sec."
Epic,"Mycelial Ring","Teaches you: Mycelial Ring    Mycelial Ring 1 min cooldown 14 Mana This spell belongs to Venomancer    Create an 8 yd ring beneath you for 10 sec that deals 25 Nature damage every 1 sec to enemies inside and immediately grows 12 Mushrooms in a circle around you.    At the end of the duration, up to 15 allies inside are healed for 300.    Can be used in any form.    Mycelial Ring Mushroom Explosion Drop a Mushroom near the target that explodes after 2 sec, dealing 2 Plague Damage to all nearby enemies."
Epic,"Mystic Companion","Your Tamed Pet's auto attacks now deal Arcane damage.    Your Tamed Pet's auto attacks can only be transformed to one damage type at once.    Tamed Pet includes Summoned Demon, Enslave Demon, Dominate Undead, Tame Dragonkin, Tether Elemental, Summoned Ghoul, and Tame Beast."
Epic,"Mystical Pursuit","Dealing damage with Arcane Missiles grants 2 charges of Mystical Pursuit, up to 5 charges. Your next Seal of Arcane Wrath also triggers from your off-hand weapon."
Epic,"Natural Destruction","Nature's Grace also grants you Natural Destruction.      Natural Destruction Critically striking with Fire spells consumes a stack to grant 20% spell haste for 4 sec. Stacks up to 5 times and lasts 30 sec.    Does not stack with Nature's Grace."
Epic,"Natural Penance","Critical heals with direct Nature spells reduce the active cooldown of Penance by 1 second."
Epic,"Natural Synergy","Your direct Shaman heals now increase your next Regrowth's direct healing and critical chance by 15%. Stacks up to 4 times and lasts 15 sec.    Can trigger only once per cast."
Epic,"Natural Zeal","Your Nature heals reduce Divine Favor's cooldown by 2 seconds."
Epic,"Nature's Fervor","When you fully apply Lacerate to an enemy, you gain Nature's Fervor.    Nature's Fervor Empowers your next ability:  Mangle (Bear): Reduces the target's armor by 20% for 20 sec.    Faerie Fire (Feral): Reduces your physical damage taken by 10% for 8 sec.    Lacerate: Next application deals 100% increased direct damage and increases the threat generated from Physical sources by 8% for 10 sec."
Epic,"Nature's Flow","Critically healing with a direct Shaman spell reduces the cooldown of your Nature's Swiftness by 3 seconds."
Epic,"Necromancer's Touch","Your Dominate Undead, Enslave Demon or Summoned Ghoul pet's attacks now afflicts targets with Necromancer's Touch.    Necromancer's Touch Increases damage dealt to the target with your next Drain Life and Drain Soul by 5%  and your Grave Coil by 5%. Stacks up to 10 times and lasts 8 sec."
Epic,"Netherstrike","Teaches you: Netherstrike    Netherstrike 6 sec cooldown 8 Mana This spell belongs to Cultist    Strike an enemy quickly for 100% Shadow Weapon Damage, purging 1 beneficial magic effect from them.    Only usable on enemies below 35% health."
Epic,"Nightmare Mauling","Dealing damage with Maul and Mangle (Bear) now applies Corruption.    Dealing damage with Swipe (Bear) drains life from targets afflicted by your Corruption."
Epic,"One with the Forest","Your melee critical strikes while in Bear Form extend Barkskin's duration by 1 second.  This effect can only occur once every 1 sec."
Epic,"One With The Light","Sacrifice your physical self, reducing Physical damage dealt by 35% to empower your Crusader Strike and Divine Storm, causing them to deal additional Holy damage and gain additional Holy power scaling.    This effect can be toggled on and off.    Reduces physical damage versus players by 30%."
Epic,"Onslaught","Using Colossus Smash now grants you Onslaught.    Onslaught Your next Execute can be used regardless of the target's health, and its damage is increased by 40%."
Epic,"Overflow","Your direct Nature heals with a cast time also heal an additional party or raid member within 8 yards for 30% of the healing done."
Epic,"Overflowing Cultivation","Your Overflowing also causes Chain Heal to apply Living Seed."
Epic,"Overload Mastery","Your Lightning Bolt and Chain Lightning have a 22% chance to instantly cast a second time on the target for half damage. This can also trigger from Lightning Overload and similar effects."
Epic,"Pack Alpha","Summoning Feral Spirits grants you Pack Alpha.    Dealing damage with Stormstrike or Lava Lash extends Pack Alpha's duration by 1 seconds and reduces Feral Spirit's cooldown by 3 seconds.      Pack Alpha Haste increased by 20%. Lasts for 8 sec."
Epic,"Pack Enhancement","Dealing damage with Shaman Weapon Enhancements grants you Commands. These stack up to 5 times and last 30 sec. Casting Feral Spirits consumes your Commands, empowering your Feral Spirits based on the Command stacks consumed.    Command of Precision Granted from dealing damage with Flametongue Weapon.   Consuming this increases critical strike chance of your Feral Spirits by 10% per stack for 30 sec.   Command of Might Granted from dealing damage with Frostbrand Weapon.   Consuming this increases damage of your Feral Spirits by 10% per stack for 30 sec   Command of Fury Granted from dealing damage with Windfury Weapon.   Consuming this increases haste of your Feral Spirits by 10% per stack for 30 sec."
Epic,"Pack Leader","When Maelstrom Weapon is consumed at max stacks, you gain Pack Leader.  Pack Leader reduces the healing from Spirit Wolves by 70%.    Pack Leader Increases the duration of your next Feral Spirits by 2 sec.   Increases the amount of Feral Spirits spawned by 1. Stacks up to 5 times and lasts 25 sec."
Epic,"Pack Tactics","Dealing damage with combo point generating abilities now grants your Tamed Pet Pack Tactics.      Pack Tactics Increases your Tamed Pet's damage by 5% and reduces their damage taken by 8%. Stacks up to 5 times and lasts 10 sec.    Deals 15% additional damage against players.    Tamed Pet includes Summoned Demon, Enslave Demon, Dominate Undead, Tame Dragonkin or Tether Elemental, and Tame Beast."
Epic,"Paragon of Light","Dealing direct damage with Holy spells increases your spell critical strike chance by 1%. Stacks up to 10 times. Lasts 15 sec.   At max stacks, the duration cannot be refreshed."
Epic,"Pendulum","Receive 3% spell haste while above 50% mana and 3% spell critical strike chance while below 50% mana."
Epic,"Penitent Reload","Dealing damage with Penance makes your next Steady Shot instant. Holds up to 3 charges."
Epic,"Permafrost Wound","Deep Freeze also causes the target to bleed for 270 Froststrike damage over 9 seconds.     Dealing damage with Mongoose Bite or Raptor Strike extends the bleed by 1 sec."
Epic,"Pestilent Reprisal","Using Obliterate causes your next Counterattack within 15 sec to deal 20% increased damage for each of your diseases on the target."
Epic,"Phalanx Strike","Damaging Rogue combo point generators grant you Phalanx Strike.    Phalanx Strike Increases the damage of Shield Slam by 15% and Javelin by 15%. Stacks up to 5 times and lasts 15 sec.    The duration is not refreshed when gaining stacks."
Epic,"Phoenix Egg","Teaches you: Phoenix Egg    Phoenix Egg 30 yd range 28 Mana Requires  Path of Healing  This spell belongs to Pyromancer    Summon a Phoenix for 1 min at the target location that heals nearby party members for 1 every 5 sec.    You may only have 1 Phoenix active at a time."
Epic,"Photosynthesis","While your Lifebloom is on an ally, your nature periodic heals on them have a 10% chance to cause it to bloom. Lifeblooms bloomed this way do not get consumed.    This effect does not trigger when Lifebloom is on yourself"
Epic,"Physics in Practice","Your Deadly Throw and Shuriken Toss deal increased damage based on the movement speed bonus of your active Sprint.    The damage increase is 15% as effective versus players."
Epic,"Pillar of Flame","Teaches you: Pillar of Flame    Pillar of Flame 35 yd range 20 sec cooldown 15 Mana 1.5 sec cast This spell belongs to Pyromancer    Create a pillar of lava beneath an enemy, dealing 36 Fire damage.    Deals an additional 92 Fire damage to enemies near the primary target."
Epic,"Pious Strikes","Your Hammer of the Righteous and Avenger's Shield unleash Pious Strikes on the first target hit.    Pious Strikes Light explodes from the target, dealing -94 Holy damage to enemies and -7 Holy healing to allies within 10 yards.    This uses Holy Nova modifiers and causes no threat."
Epic,"Plague Bearer","Dealing damage with Mangle (Bear) now applies Rabies.      Rabies The target takes 1 increased Physical damage from all sources, 5% increased damage from you. Lasts for 15 sec."
Epic,"Poised Reinforcement","Teaches you: Poised Reinforcement    Poised Reinforcement 2 sec cast This spell belongs to Guardian    Reinforce your shield with magic, causing blocked attacks while below 20% health to grant you 10% increased block value for 5 sec."
Epic,"Power of Generosity","Casting Power Infusion on an ally grants you Power of Generosity.    Power of Generosity Infuses yourself with power, increasing spell casting speed by 10% and reducing the mana cost of all spells by 10%.  Lasts 15 sec."
Epic,"Prayers of the Penitent","Casting Prayer of Healing immediately after Penance will now unleash a Penance missile that bounces 4 nearby enemies.    This effect can only occur once every 6 sec."
Epic,"Precision Impact","Casting Meteor, Fireball and Pyroblast has a 20% chance to reset the cooldown of your Meteor."
Epic,"Predator's Focus","Casting Wrath in Cat Form now restores 20 energy and additional 10 energy every 2 sec over 4 seconds."
Epic,"Predator's Wrath","Casting Wrath now grants you Predator's Wrath.    Predator's Wrath Your Cat Form abilities deal an additional 4 Nature damage. Lasts 6 sec.    Deals increased damage for single target abilities."
Epic,"Preservation","Prayer of Preservation now grants Preservation to injured allies.    Preservation Your next direct heal on this ally consumes Preservation, healing 3 nearby additional allies for 14 each, granting Shield of Preservation and reducing the cooldown of Prayer of Preservation by 3 sec. Lasts for 10 sec.   Shield of Preservation Reduces the damage taken from area of effect attacks by 30%. Lasts for 3 sec."
Epic,"Primal Frenzy","Dealing damage with Rip and Rake now has a 15% chance to increase your damage done by 8%. Lasts for 10 sec."
Epic,"Primal Tide","Every fourth cast of Riptide grants you Primal Tide.    Primal Tide Your next Riptide applies to 2 additional nearby allies and its duration is increased by 12 seconds."
Epic,"Primordial Aftershocks","Your Elemental Blast and Lava Burst critical strikes now reduce the cooldown of your Shaman Shocks by 6 seconds."
Epic,"Primordial Fury","When Maelstrom Weapon is consumed at max stacks, you gain Primordial Fury.    Primordial Fury Your critical strikes with direct damage abilities and spells now consume 50 rage to deal 75% weapon damage plus 3 as Elemental damage."
Epic,"Primordial Pulse","Teaches you: Primordial Pulse    Primordial Pulse 35 yd range 20 sec cooldown 16 Mana This spell belongs to Runemaster    Inscribe an area with runes for 2 sec, dealing 23 Elemental Damage every 0.50 sec to up to 5 enemies inside."
Epic,"Prison Tactics","Dealing damage with Shiv grants you Prison Tactics.    Prison Tactics Your next two combo point generating Rogue abilities have 35% increased armor penetration, and cost 10% less energy, except for Shiv. Lasts for 10 sec."
Epic,"Prophet of Wrath","Dealing direct damage with Arcane spells extends the duration of Divine Illumination by 0.5 seconds.    Crusader Strike, Divine Storm and Judgement casts extend it by 1 seconds.    Casting Smite, Holy Fire and Holy Shock now reduces the cooldown of Divine Illumination by 3 seconds."
Epic,"Prophetic Focus","Damaging hits with Smite, Holy Fire and Penance reduce the cooldown of Inner Focus by 3 seconds.  Inner Focus grants 10 stacks of Dominant Shield, but has a base 3 minute cooldown.  The cooldown can only be reduced by Penance every 2 sec.   Dominant Shield Increases the amount absorbed by your next Power Word: Shield by 15%, but reduces its duration by 1 sec. Stacks up to 10 times. Lasts 10 sec."
Epic,"Psychic Influence","Channeling Mind Flay now causes your target to take 30% increased damage from your Shadow Word: Pain, Devouring Plague and Vampiric Touch."
Epic,"Psychic Suppression","Teaches you: Psychic Suppression    Psychic Suppression 30 yd range 1.5 min cooldown 13 Mana This spell belongs to Cultist    Lift an enemy into the air, stunning them for 5 sec."
Epic,"Punisher","Increases the critical strike chance of Riposte by 15%.     Riposte now afflicts players with Unrelenting Assault and interrupts creature spellcasting.    This effect can only occur once every 20 sec.    Unrelenting Assault Healing and magical damage done reduced by 50%. Lasts for 6 sec."
Epic,"Pure Shadow","Casting Shadow Bolt, Shadowburn, Shadow Word: Death and Chaos Bolt draws power from your enemies, granting you Pure Shadow.    Pure Shadow Increases your Shadow critical strike chance and Shadow damage done by 1%. Stacks up to 5 times and lasts 18 sec."
Epic,"Pyro Tonic","Teaches you: Pyro Tonic    Pyro Tonic 3 min cooldown 50 Rage This spell belongs to Witch Hunter    Drink a fiery tonic, increasing damage done by 5% and your critical strike chance by 5% for 15 sec.    Shares a cooldown with other Tonics."
Epic,"Pyroclasmic Ignition","Increases the damage of your Explosive Shot by 20% against targets afflicted by your Living Bomb."
Epic,"Pyroclasmic Shadows","While Pyroclasm is active, your Shadow Bolt and Chaos Bolt deal 25% increased damage.    Shadow Bolt and Chaos Bolt deal 15% increased damage against players."
Epic,"Pyroclysm","Teaches you: Pyroclysm    Pyroclysm 1.5 min cooldown 12 Mana This spell belongs to Pyromancer    Launch into the air, dealing 23 Fire damage, knocking back enemies within 6 yds and dazing them for 6 sec.    Upon landing, deal 11 Fire damage, knock back enemies within 6 yds and daze them for 6 sec."
Epic,"Pyroshot","Pyroblast now grants you Fiery Shrapnel.    Fiery Shrapnel Your next 4 Aimed Shots, Chimera Shots, or Kill Shots unleash fiery shrapnel triggering your Living Bomb's explosion without consuming it. This effect lasts for 20 sec."
Epic,"Quake","Teaches you: Quake    Quake 4 Mana This spell belongs to Primalist    2 Charges, 8 sec recharge  Stomp the ground, dealing Weapon Damage plus 14 Nature damage to enemies within 8 yds and reduces their melee and ranged haste by 20% for 10 sec."
Epic,"Quick on Your Feet","Using Heroic Leap, Colossus Smash or Warbreaker grants you Quick on Your Feet.    Quick on Your Feet Increases your movement speed by 60% for 3 sec."
Epic,"Radiance","Teaches you: Radiance    Radiance 2 min cooldown 24 Mana This spell belongs to Sun Cleric    Every 2 sec you burst with light, healing nearby allies for 17 and damaging nearby enemies for 19. Lasts 10 sec."
Epic,"Ragefire Cleave","When you Cleave an enemy affected by your Fireball or Ignite you gain Ragefire.    Ragefire Your Attack speed is increased by 2%, stacks up to 6 times and lasts 12 sec.     While at max stacks, your next Cleave is infused with ragefire, dealing additional weapon damage plus 15 as Fire."
Epic,"Raging Zephyr","3 Charges, 35 sec recharge  Summon a Raging Zephyr at the targeted location for 12 sec.    Every 4 sec, it will pull all enemies within 10 yds inside of it."
Epic,"Raincaller","Your nature periodic healing over time has a 25% chance to reduce the cooldown of Healing Rain by 1 second."
Epic,"Raising Hell","When you cast Hellfire, your summoned demon unleashes its own Hellfire."
